date,price
2015-03-10,99.12152688554991
2015-03-11,99.0570149100894
2015-03-12,99.09315447064024
2015-03-13,99.24695812728685
2015-03-14,99.24337552337585
2015-03-15,99.39983988895725
2015-03-16,99.13786537854827
2015-03-17,99.22005562898579
2015-03-18,99.22876033580961
2015-03-19,99.19885960076303
2015-03-20,99.20803567841658
2015-03-21,99.00927878695649
2015-03-22,98.98731159817274
2015-03-23,99.0230228553239
2015-03-24,99.17081225979805
2015-03-25,99.11898523797069
2015-03-26,99.03813587768137
2015-03-27,98.98796017332292
2015-03-28,99.07950038509313
2015-03-29,99.1123754960591
2015-03-30,99.0593994756824
2015-03-31,99.11072621899373
2015-04-01,99.12043397392853
2015-04-02,99.21729847298182
2015-04-03,99.14709316359409
2015-04-04,99.1143269489343
2015-04-05,99.0751161336211
2015-04-06,98.92876463880788
2015-04-07,98.95837666651434
2015-04-08,98.98448219373233
2015-04-09,98.98499353939657
2015-04-10,98.96153482605907
2015-04-11,98.81999775185402
2015-04-12,98.77793321957748
2015-04-13,98.7436617679248
2015-04-14,98.66343404100265
2015-04-15,98.64730546983604
2015-04-16,98.6877105555175
2015-04-17,98.87632914563855
2015-04-18,98.89378692692173
2015-04-19,98.91954196599401
2015-04-20,98.9120973744174
2015-04-21,98.72022025288749
2015-04-22,98.71756886534257
2015-04-23,98.72359188633668
2015-04-24,98.9699160975852
2015-04-25,98.95068000110709
2015-04-26,98.98083473534045
2015-04-27,98.97736355836993
2015-04-28,98.86049575460797
2015-04-29,98.97477803605948
2015-04-30,99.04997133932815
2015-05-01,99.12907453403245
2015-05-02,99.03813578855298
2015-05-03,99.1784152196466
2015-05-04,99.03823011336736
2015-05-05,99.09691582274739
2015-05-06,99.3159613853284
2015-05-07,99.21690775281532
2015-05-08,99.16027797985504
2015-05-09,99.1702431163638
2015-05-10,99.1198955509522
2015-05-11,98.96482920784557
2015-05-12,98.97168550532618
2015-05-13,98.86545513395356
2015-05-14,98.91281437701709
2015-05-15,98.82087195359371
2015-05-16,98.97586539409546
2015-05-17,98.89754006486183
2015-05-18,98.86533391324127
2015-05-19,98.94668563497824
2015-05-20,98.82359920333484
2015-05-21,98.84634519679526
2015-05-22,98.97705947222349
2015-05-23,98.81631114876737
2015-05-24,98.8347745346206
2015-05-25,98.86076281404544
2015-05-26,98.93894510122317
2015-05-27,98.81525003013536
2015-05-28,98.68320436882694
2015-05-29,98.73539852538863
2015-05-30,98.76509699271195
2015-05-31,98.79014627774653
2015-06-01,98.82479109869624
2015-06-02,98.75678862653838
2015-06-03,98.78001399625448
2015-06-04,98.80932124358435
2015-06-05,98.73788610178171
2015-06-06,98.92446355289619
2015-06-07,98.97184684498737
2015-06-08,98.8527164952671
2015-06-09,98.91837185613049
2015-06-10,98.82090368910775
2015-06-11,98.899612149482
2015-06-12,99.01547170738274
2015-06-13,98.93340347554756
2015-06-14,99.02974108847201
2015-06-15,99.07101918116565
2015-06-16,99.1532251971651
2015-06-17,99.34290449543049
2015-06-18,99.31836568383021
2015-06-19,99.24299206739445
2015-06-20,99.1540406244319
2015-06-21,99.07245959593536
2015-06-22,99.06474942499395
2015-06-23,99.09886462247562
2015-06-24,99.12653370240862
2015-06-25,99.20925202731222
2015-06-26,99.2105522165
2015-06-27,99.35590562421574
2015-06-28,99.32943994089194
2015-06-29,99.60145685755091
2015-06-30,99.66402359232741
2015-07-01,99.57830783668578
2015-07-02,99.47121858687967
2015-07-03,99.519465828404
2015-07-04,99.4971195498714
2015-07-05,99.56851959928062
2015-07-06,99.61584336173797
2015-07-07,99.60856047047228
2015-07-08,99.52388109866544
2015-07-09,99.37239637619686
2015-07-10,99.32774488099015
2015-07-11,99.4133847604225
2015-07-12,99.43479413483551
2015-07-13,99.31022025696431
2015-07-14,99.32753834954944
2015-07-15,99.36607008752232
2015-07-16,99.27768434390221
2015-07-17,99.29305685449677
2015-07-18,99.29887772634136
2015-07-19,99.1845806965583
2015-07-20,99.22035943259313
2015-07-21,99.27643788522995
2015-07-22,99.38474300954748
2015-07-23,99.49012321475097
2015-07-24,99.35235627795527
2015-07-25,99.25857377396375
2015-07-26,99.31007730068461
2015-07-27,99.36145589577583
2015-07-28,99.41296066440644
2015-07-29,99.79823381347191
2015-07-30,99.85532286454122
2015-07-31,99.96887942855929
2015-08-01,100.0642796049086
2015-08-02,100.12941873003919
2015-08-03,100.09789180557516
2015-08-04,100.17378872762448
2015-08-05,100.09650620617073
2015-08-06,100.07282434549673
2015-08-07,100.02428799071382
2015-08-08,100.03247540465244
2015-08-09,100.2639412613198
2015-08-10,100.07721474206062
2015-08-11,100.14584076109807
2015-08-12,99.98456917397911
2015-08-13,99.93737598740016
2015-08-14,100.0462710470969
2015-08-15,100.05269904900645
2015-08-16,99.94492457121352
2015-08-17,99.87339420028752
2015-08-18,99.94135397518099
2015-08-19,99.86831731200927
2015-08-20,99.88996317096748
2015-08-21,99.89452035495785
2015-08-22,99.82936032019727
2015-08-23,100.0437547291298
2015-08-24,100.1071466313616
2015-08-25,99.90463237269584
2015-08-26,99.92327780417278
2015-08-27,99.85709915769594
2015-08-28,99.94234249117557
2015-08-29,99.8630904173323
2015-08-30,99.85161677318561
2015-08-31,99.90211550108366
2015-09-01,99.98869102050067
2015-09-02,99.86866137979509
2015-09-03,99.835211256211
2015-09-04,99.7877167250949
2015-09-05,99.72238380183752
2015-09-06,99.89892922586564
2015-09-07,99.93942739696173
2015-09-08,99.81333900152823
2015-09-09,99.90512519623371
2015-09-10,100.11734081593497
2015-09-11,100.22058734199008
2015-09-12,100.06865034539469
2015-09-13,100.02022693810805
2015-09-14,100.14691805302672
2015-09-15,100.07615110646485
2015-09-16,100.12053304927946
2015-09-17,100.1979964546224
2015-09-18,100.10530340746459
2015-09-19,100.0993508718584
2015-09-20,99.77522413785151
2015-09-21,99.67278537371807
2015-09-22,99.64752855857876
2015-09-23,99.52275024038228
2015-09-24,99.68599137077544
2015-09-25,99.54297723297937
2015-09-26,99.49897278430967
2015-09-27,99.51204684203829
2015-09-28,99.6561741709449
2015-09-29,99.51258795582694
2015-09-30,99.62890433104245
2015-10-01,99.6299276371444
2015-10-02,99.5317767720396
2015-10-03,99.57798711946594
2015-10-04,99.59789308902329
2015-10-05,99.5378714013074
2015-10-06,99.54485160980641
2015-10-07,99.50632025012023
2015-10-08,99.51767198464536
2015-10-09,99.58388505209746
2015-10-10,99.742486733712
2015-10-11,99.6187051838293
2015-10-12,99.83200852129494
2015-10-13,99.63679974134268
2015-10-14,99.62162123183913
2015-10-15,99.68045295248758
2015-10-16,99.70855213926109
2015-10-17,99.64628218727903
2015-10-18,99.6254699622433
2015-10-19,99.57616986877743
2015-10-20,99.517233393083
2015-10-21,99.6021936027851
2015-10-22,99.63789515138161
2015-10-23,99.56860419185554
2015-10-24,99.65856417939887
2015-10-25,99.68929413148653
2015-10-26,99.77058034337043
2015-10-27,99.83354322756279
2015-10-28,99.75064372647057
2015-10-29,99.69462562245089
2015-10-30,99.76935498296321
2015-10-31,99.83039200950655
2015-11-01,99.82830185011014
2015-11-02,99.84003458844101
2015-11-03,99.96780107801986
2015-11-04,99.90864393913627
2015-11-05,99.96335367725328
2015-11-06,99.9431344120099
2015-11-07,99.92136629168716
2015-11-08,100.03124397688589
2015-11-09,100.11378561178469
2015-11-10,100.19513657538475
2015-11-11,100.32568445610019
2015-11-12,100.32778484026346
2015-11-13,100.39598013739295
2015-11-14,100.36495346173362
2015-11-15,100.39737009698246
2015-11-16,100.38435579154569
2015-11-17,100.39405538804496
2015-11-18,100.45357109058865
2015-11-19,100.3717490222653
2015-11-20,100.58098774983385
2015-11-21,100.48038601168388
2015-11-22,100.3589671504051
2015-11-23,100.47477823775512
2015-11-24,100.55394450715141
2015-11-25,100.61635648885662
2015-11-26,100.67919103978305
2015-11-27,100.67796636249837
2015-11-28,100.58824092534978
2015-11-29,100.59582138116915
2015-11-30,100.52810521001794
2015-12-01,100.62561718335971
2015-12-02,100.6109114452095
2015-12-03,100.52836172553025
2015-12-04,100.49622314136495
2015-12-05,100.53751628679251
2015-12-06,100.48114383151211
2015-12-07,100.39892179195547
2015-12-08,100.42329051310466
2015-12-09,100.44778717021553
2015-12-10,100.39709285267843
2015-12-11,100.34998902211659
2015-12-12,100.37319401585235
2015-12-13,100.22838558170263
2015-12-14,100.08763920426496
2015-12-15,100.01579478213972
2015-12-16,99.99445006696854
2015-12-17,100.02554082352833
2015-12-18,100.17307644522329
2015-12-19,100.2588424075435
2015-12-20,100.24284855454715
2015-12-21,100.24094693375689
2015-12-22,100.1406939972931
2015-12-23,100.13884268369387
2015-12-24,100.10997681980184
2015-12-25,100.14224867583566
2015-12-26,100.05952558148043
2015-12-27,100.11146023290455
2015-12-28,100.26473412420481
2015-12-29,100.25385810935911
2015-12-30,100.29402928156901
2015-12-31,100.36304368074012
2016-01-01,100.32292163355153
2016-01-02,100.34533088173258
2016-01-03,100.34659012181076
2016-01-04,100.35635773166564
2016-01-05,100.27905675328009
2016-01-06,100.28150777070599
2016-01-07,100.33130759983054
2016-01-08,100.47642196061004
2016-01-09,100.57234904321857
2016-01-10,100.78766728896971
2016-01-11,100.71093253268091
2016-01-12,100.79816459635298
2016-01-13,100.81649879692681
2016-01-14,101.03547909024859
2016-01-15,100.95464926171306
2016-01-16,100.87067707749499
2016-01-17,100.81073781295058
2016-01-18,100.5983482405196
2016-01-19,100.54577273835153
2016-01-20,100.46985947219616
2016-01-21,100.48489885084378
2016-01-22,100.51907444842149
2016-01-23,100.70669153234309
2016-01-24,100.8017339161617
2016-01-25,100.74404355059545
2016-01-26,100.65420208346062
2016-01-27,100.70339400061127
2016-01-28,100.5713706799092
2016-01-29,100.75451655649464
2016-01-30,100.87246056856677
2016-01-31,100.82554300335629
2016-02-01,100.6542295504472
2016-02-02,100.78961678786375
2016-02-03,100.77816280333849
2016-02-04,100.90194443453584
2016-02-05,100.74250166865639
2016-02-06,100.68256416636102
2016-02-07,100.68308853633283
2016-02-08,100.68778659570931
2016-02-09,100.64278004856138
2016-02-10,100.70506504179613
2016-02-11,100.59830299885787
2016-02-12,100.58406505035575
2016-02-13,100.59609461352693
2016-02-14,100.64753849693281
2016-02-15,100.7186999847417
2016-02-16,100.6062357755579
2016-02-17,100.45282435848435
2016-02-18,100.5805920406742
2016-02-19,100.61382344187216
2016-02-20,100.5389747882165
2016-02-21,100.69408998576876
2016-02-22,100.70565744919804
2016-02-23,100.82358716760443
2016-02-24,100.83033901574544
2016-02-25,101.03641380823363
2016-02-26,101.21194789247795
2016-02-27,101.18705147763005
2016-02-28,101.28420857272549
2016-02-29,101.348746167684
2016-03-01,101.48560932343723
2016-03-02,101.38911697737922
2016-03-03,101.45772212337907
2016-03-04,101.56356457206402
2016-03-05,101.38769062342172
2016-03-06,101.26936477215514
2016-03-07,101.06544155437912
2016-03-08,101.03850087093467
2016-03-09,101.11025509651427
2016-03-10,101.26049080172388
2016-03-11,101.26790027976585
2016-03-12,101.43076183432298
2016-03-13,101.29275168850148
2016-03-14,101.12241344456598
2016-03-15,101.11685867467631
2016-03-16,101.15526521957024
2016-03-17,101.15199574476082
2016-03-18,100.94525153475685
2016-03-19,100.93633953080557
2016-03-20,100.80589258075508
2016-03-21,100.87285983563808
2016-03-22,100.90951966024777
2016-03-23,100.81553168161503
2016-03-24,100.76414498988136
2016-03-25,100.65822363769247
2016-03-26,100.65195572796515
2016-03-27,100.74746996001528
2016-03-28,100.64889735538172
2016-03-29,100.69930200693351
2016-03-30,100.64627624509626
2016-03-31,100.56698896187002
2016-04-01,100.55628592587458
2016-04-02,100.45276169363264
2016-04-03,100.39739676309792
2016-04-04,100.27760897383904
2016-04-05,100.47408148713068
2016-04-06,100.47760784232784
2016-04-07,100.40763529152858
2016-04-08,100.429033282602
2016-04-09,100.41780047763292
2016-04-10,100.3957035176796
2016-04-11,100.45712018768394
2016-04-12,100.53287095868868
2016-04-13,100.47982084392763
2016-04-14,100.42223901986316
2016-04-15,100.39473385014799
2016-04-16,100.16454173367443
2016-04-17,100.01302262745457
2016-04-18,100.14971005419903
2016-04-19,100.31420682554915
2016-04-20,100.28930322159351
2016-04-21,100.34695891789909
2016-04-22,100.37808393335345
2016-04-23,100.68597201419897
2016-04-24,100.79792950534242
2016-04-25,100.78513774619435
2016-04-26,100.68958370213431
2016-04-27,100.52893907010855
2016-04-28,100.54928543369527
2016-04-29,100.47365035916684
2016-04-30,100.33142498820708
2016-05-01,100.26676769978282
2016-05-02,100.15861289942139
2016-05-03,100.32732706292865
2016-05-04,100.41549103862359
2016-05-05,100.41469377449192
2016-05-06,100.56268818838093
2016-05-07,100.57042501914569
2016-05-08,100.48429659901286
2016-05-09,100.63660900673983
2016-05-10,100.6905000111083
2016-05-11,100.58677539567564
2016-05-12,100.56774152786728
2016-05-13,100.48017970252882
2016-05-14,100.34189972943238
2016-05-15,100.43451748418555
2016-05-16,100.62545914823255
2016-05-17,100.48560239085064
2016-05-18,100.5418993145197
2016-05-19,100.47683505760752
2016-05-20,100.42812251923105
2016-05-21,100.36888312680716
2016-05-22,100.28248404983918
2016-05-23,100.28733621263366
2016-05-24,100.20424120099256
2016-05-25,100.23128688357055
2016-05-26,100.22626307262563
2016-05-27,100.20236826793898
2016-05-28,100.11161190173483
2016-05-29,100.05393476867799
2016-05-30,100.12947389126057
2016-05-31,100.179565610023
2016-06-01,100.08181008554315
2016-06-02,100.09174331608608
2016-06-03,100.16688202842326
2016-06-04,99.99994150031111
2016-06-05,100.0542775195491
2016-06-06,99.98801514365452
2016-06-07,100.04507501051384
2016-06-08,99.96874909485959
2016-06-09,99.78826088479313
2016-06-10,99.62550664100482
2016-06-11,99.63031513567095
2016-06-12,99.6562873858431
2016-06-13,99.56585572333266
2016-06-14,99.6297149692104
2016-06-15,99.4635629629835
2016-06-16,99.45695498311878
2016-06-17,99.33585336314253
2016-06-18,99.27066975236231
2016-06-19,99.27540961949396
2016-06-20,99.18936828296556
2016-06-21,99.15091272854258
2016-06-22,99.25154200946402
2016-06-23,99.1938528225117
2016-06-24,99.27742203371822
2016-06-25,99.16445134825246
2016-06-26,99.21743176604399
2016-06-27,99.36158862810977
2016-06-28,99.11442417809705
2016-06-29,99.03473465255
2016-06-30,99.09244186526806
2016-07-01,99.07213732666375
2016-07-02,99.1092519140009
2016-07-03,99.0488533953293
2016-07-04,99.0575123740766
2016-07-05,99.04194465053739
2016-07-06,99.15872285670336
2016-07-07,99.18416494103349
2016-07-08,99.21792520724101
2016-07-09,99.17673751062877
2016-07-10,99.12797688822151
2016-07-11,99.08472106943955
2016-07-12,99.12416628367738
2016-07-13,99.08206783559535
2016-07-14,99.11104532128499
2016-07-15,99.31858540114953
2016-07-16,99.4056978714927
2016-07-17,99.37309551827593
2016-07-18,99.49321691049232
2016-07-19,99.45240937319016
2016-07-20,99.24859691967238
2016-07-21,99.14778828858064
2016-07-22,98.96070909647806
2016-07-23,98.92555774807393
2016-07-24,98.92739958599287
2016-07-25,99.0950433172204
2016-07-26,99.12773605459682
2016-07-27,99.10582600171594
2016-07-28,99.18876655983428
2016-07-29,98.9676530289335
2016-07-30,98.99121448474435
2016-07-31,99.06830100413305
2016-08-01,98.92044237955507
2016-08-02,99.03481778387575
2016-08-03,99.0686674246252
2016-08-04,99.02713863323513
2016-08-05,99.09041681984574
2016-08-06,99.31748610562619
2016-08-07,99.33567273113204
2016-08-08,99.36049478976207
2016-08-09,99.31455869980805
2016-08-10,99.22957426286156
2016-08-11,99.312607844516
2016-08-12,99.2269994619251
2016-08-13,99.23415608564704
2016-08-14,99.18639034097053
2016-08-15,99.23428832354517
2016-08-16,99.26765453407387
2016-08-17,99.37140852849966
2016-08-18,99.32040688861419
2016-08-19,99.29341939508484
2016-08-20,99.19554302350662
2016-08-21,99.151113697499
2016-08-22,99.18884374680349
2016-08-23,99.26454260846802
2016-08-24,99.17232607605025
2016-08-25,99.25928666806082
2016-08-26,99.39485045394132
2016-08-27,99.43619394426369
2016-08-28,99.6238735255195
2016-08-29,99.54649460560914
2016-08-30,99.422029135278
2016-08-31,99.24415711038758
2016-09-01,99.39376154153649
2016-09-02,99.4591981071719
2016-09-03,99.45363964008085
2016-09-04,99.48163650271283
2016-09-05,99.369087597983
2016-09-06,99.61366279594468
2016-09-07,99.6265849141422
2016-09-08,99.63752439360269
2016-09-09,99.71010105599255
2016-09-10,99.75820197916623
2016-09-11,99.78059038159414
2016-09-12,99.7015429360496
2016-09-13,99.74868977176321
2016-09-14,99.93689222141072
2016-09-15,100.07143422602621
2016-09-16,100.23075288869015
2016-09-17,100.17963132104703
2016-09-18,100.08067083902118
2016-09-19,100.06809214701121
2016-09-20,100.07366463824007
2016-09-21,100.18308379008718
2016-09-22,100.0138373271157
2016-09-23,100.16679235906176
2016-09-24,100.15099156920385
2016-09-25,100.10830346220911
2016-09-26,100.0070930246831
2016-09-27,99.84160735749651
2016-09-28,99.92392441589271
2016-09-29,99.93125621261156
2016-09-30,99.80226012263745
2016-10-01,99.67275224543108
2016-10-02,99.63917377550207
2016-10-03,99.806075928031
2016-10-04,99.78011679289465
2016-10-05,99.62980249758284
2016-10-06,99.60522819117425
2016-10-07,99.57795583419947
2016-10-08,99.30826716990532
2016-10-09,99.30283768325354
2016-10-10,99.27974423023267
2016-10-11,99.34936486671401
2016-10-12,99.53426047620854
2016-10-13,99.64691697916332
2016-10-14,99.62002811010784
2016-10-15,99.50937551923367
2016-10-16,99.76671149955865
2016-10-17,99.7726333429601
2016-10-18,99.7740262721514
2016-10-19,99.7716137634404
2016-10-20,99.79142223951719
2016-10-21,99.77698619832479
2016-10-22,99.71961999763677
2016-10-23,99.66493410351273
2016-10-24,99.66165877649114
2016-10-25,99.60731629937776
2016-10-26,99.53603172111004
2016-10-27,99.54667474387922
2016-10-28,99.52117702213714
2016-10-29,99.67157632099541
2016-10-30,99.40647934015611
2016-10-31,99.51563002534836
2016-11-01,99.64023854459812
2016-11-02,99.4328995213573
2016-11-03,99.39863076194926
2016-11-04,99.3614866753497
2016-11-05,99.22073550587791
2016-11-06,99.14295383711882
2016-11-07,99.03189625257224
2016-11-08,99.2071232969146
2016-11-09,99.30069113622935
2016-11-10,99.42784664572876
2016-11-11,99.50001385213308
2016-11-12,99.38710867501136
2016-11-13,99.33465664838339
2016-11-14,99.38359410450617
2016-11-15,99.26138132361699
2016-11-16,99.33268116663422
2016-11-17,99.30864862681841
2016-11-18,99.27116654606345
2016-11-19,99.3422625428838
2016-11-20,99.3866888740324
2016-11-21,99.35059225745049
2016-11-22,99.46652523778693
2016-11-23,99.35841890502692
2016-11-24,99.42001246572136
2016-11-25,99.4793225915182
2016-11-26,99.44836794758679
2016-11-27,99.48098124981101
2016-11-28,99.35586989217248
2016-11-29,99.44827259409317
2016-11-30,99.42978238044887
2016-12-01,99.37751007839697
2016-12-02,99.48241100098065
2016-12-03,99.41197663192638
2016-12-04,99.27113050229002
2016-12-05,99.11546758493763
2016-12-06,99.1760685800722
2016-12-07,99.04802564482256
2016-12-08,99.22350506302101
2016-12-09,99.01531212223263
2016-12-10,99.18495775906163
2016-12-11,99.2060595057819
2016-12-12,99.19638819459486
2016-12-13,99.14189628591396
2016-12-14,99.18180989734917
2016-12-15,99.17804642710668
2016-12-16,99.28837661530834
2016-12-17,99.29979938017453
2016-12-18,99.31482955632073
2016-12-19,99.27846833509935
2016-12-20,99.27277377272723
2016-12-21,99.30355394961644
2016-12-22,99.13253711035078
2016-12-23,98.9977185681402
2016-12-24,99.07204497754248
2016-12-25,99.08913152135527
2016-12-26,99.07073318772001
2016-12-27,99.07257658102654
2016-12-28,99.10733475156272
2016-12-29,99.05335878353178
2016-12-30,98.97552831099155
2016-12-31,98.9951128365013
2017-01-01,98.8972755587398
2017-01-02,98.93810083431126
2017-01-03,98.76784247388747
2017-01-04,98.87075803762004
2017-01-05,98.91801778586134
2017-01-06,98.94362075929273
2017-01-07,99.04188985768728
2017-01-08,99.20843730213353
2017-01-09,99.30987430863534
2017-01-10,99.12578688550218
2017-01-11,98.99782918882862
2017-01-12,98.93534733105905
2017-01-13,98.93795643608013
2017-01-14,98.98972233812704
2017-01-15,98.9171479568117
2017-01-16,98.9358246332594
2017-01-17,98.86028634002408
2017-01-18,98.79913455972488
2017-01-19,98.65846845004006
2017-01-20,98.56614512542896
2017-01-21,98.43097666486733
2017-01-22,98.33338933956959
2017-01-23,98.43875351923039
2017-01-24,98.34381363034719
2017-01-25,98.60705183683093
2017-01-26,98.65638362691901
2017-01-27,98.6748672392885
2017-01-28,98.58903146127038
2017-01-29,98.65906244921128
2017-01-30,98.6014986665875
2017-01-31,98.61369964805203
2017-02-01,98.86970810187891
2017-02-02,98.86010211190646
2017-02-03,98.97502944453502
2017-02-04,98.90471180202243
2017-02-05,98.90121295297274
2017-02-06,99.07829301653629
2017-02-07,99.01559631075752
2017-02-08,99.1968411665572
2017-02-09,99.26761636010275
2017-02-10,99.21136968251332
2017-02-11,99.27461045641887
2017-02-12,99.37186590138155
2017-02-13,99.43404689760327
2017-02-14,99.27702442561423
2017-02-15,99.20431070803174
2017-02-16,99.17955884447659
2017-02-17,99.17211550156658
2017-02-18,99.23418271132165
2017-02-19,99.25195281141498
2017-02-20,99.11841837554397
2017-02-21,99.15643816064456
2017-02-22,99.21749673517294
2017-02-23,99.27347577996605
2017-02-24,99.3815538525215
2017-02-25,99.4649460679764
2017-02-26,99.51086407589925
2017-02-27,99.50384750475338
2017-02-28,99.33775141140178
2017-03-01,99.38071323331503
2017-03-02,99.40148200203134
2017-03-03,99.42863988575088
2017-03-04,99.30096502816886
2017-03-05,99.19285937412803
2017-03-06,99.29817465946132
2017-03-07,99.29421914407565
2017-03-08,99.36236921381291
2017-03-09,99.36520105142597
2017-03-10,99.36817666537554
2017-03-11,99.46200504597314
2017-03-12,99.4104005731514
2017-03-13,99.42001265084549
2017-03-14,99.37378512197499
2017-03-15,99.33033549923177
2017-03-16,99.2994182868849
2017-03-17,99.32163166404827
2017-03-18,99.27375680188192
2017-03-19,99.39933241443927
2017-03-20,99.30987168421733
2017-03-21,99.29118451980119
2017-03-22,99.24721141397377
2017-03-23,99.39190920240914
2017-03-24,99.4115646800603
2017-03-25,99.51474913400716
2017-03-26,99.36619309670347
2017-03-27,99.3928981232904
2017-03-28,99.48186120285274
2017-03-29,99.49008960178028
2017-03-30,99.59663763928681
2017-03-31,99.54490879427678
2017-04-01,99.68584353829533
2017-04-02,99.91573335065726
2017-04-03,99.8794494946133
2017-04-04,99.83489924247321
2017-04-05,99.98023769018499
2017-04-06,100.13819490475805
2017-04-07,100.08590890204273
2017-04-08,100.04389022033314
2017-04-09,100.0157117594471
2017-04-10,99.88126670834367
2017-04-11,99.78940151369525
2017-04-12,99.68898743702005
2017-04-13,99.61220768050963
2017-04-14,99.60873919177095
2017-04-15,99.6321606650246
2017-04-16,99.78721071430601
2017-04-17,99.68737531023213
2017-04-18,99.7858075500798
2017-04-19,99.76440866565724
2017-04-20,99.759462294692
2017-04-21,99.82694424390866
2017-04-22,99.71467204175242
2017-04-23,99.75291301637083
2017-04-24,99.76955823719213
2017-04-25,99.81880336359295
2017-04-26,99.84772022798373
2017-04-27,100.09325024197483
2017-04-28,100.0294762435497
2017-04-29,99.97637654804952
2017-04-30,99.91406249540704
2017-05-01,99.858514783491
2017-05-02,99.79477607076035
2017-05-03,99.9136777238711
2017-05-04,100.0557281486701
2017-05-05,99.99865351929515
2017-05-06,99.91541796198473
2017-05-07,99.96255951762336
2017-05-08,99.90733721319526
2017-05-09,99.97063039497083
2017-05-10,99.99092269705595
2017-05-11,99.83934828555623
2017-05-12,99.99409880568923
2017-05-13,100.17368657299879
2017-05-14,100.11240770395034
2017-05-15,100.07363754795675
2017-05-16,100.10222408702924
2017-05-17,100.13566976602795
2017-05-18,100.20152419329523
2017-05-19,100.40254464717187
2017-05-20,100.38484992442245
2017-05-21,100.30502019996861
2017-05-22,100.16708827716715
2017-05-23,100.09399527317296
2017-05-24,100.09068257588558
2017-05-25,100.27013836223736
2017-05-26,100.21837723233375
2017-05-27,100.24075602749764
2017-05-28,100.23911373789036
2017-05-29,100.35795306523517
2017-05-30,100.61064630782253
2017-05-31,100.5575594305305
2017-06-01,100.50861548627867
2017-06-02,100.61303157398558
2017-06-03,100.68122072294821
2017-06-04,100.86589145552182
2017-06-05,100.92428427405441
2017-06-06,100.88835506497571
2017-06-07,100.94742054804495
2017-06-08,101.05829090610322
2017-06-09,101.14033912422296
2017-06-10,101.1910665273337
2017-06-11,101.2977339962926
2017-06-12,101.41466355533719
2017-06-13,101.55287945444093
2017-06-14,101.6177504431999
2017-06-15,101.60103863516821
2017-06-16,101.61571000381154
2017-06-17,101.73636090046237
2017-06-18,101.65466733336366
2017-06-19,101.69153466425095
2017-06-20,101.65220078301822
2017-06-21,101.6550752653117
2017-06-22,101.78292045157242
2017-06-23,101.80203035837441
2017-06-24,101.80667401319003
2017-06-25,101.67068839909203
2017-06-26,101.74531375569475
2017-06-27,101.80986217380887
2017-06-28,102.0261876461394
2017-06-29,101.9954098226441
2017-06-30,102.01732485541051
2017-07-01,102.04226322378157
2017-07-02,102.20000855175793
2017-07-03,102.19047899851923
2017-07-04,102.21838115109627
2017-07-05,102.27917080206792
2017-07-06,102.29783171438355
2017-07-07,102.2531883529285
2017-07-08,102.27259735221833
2017-07-09,102.3799605272043
2017-07-10,102.2773089972632
2017-07-11,102.2906059646779
2017-07-12,102.22059388318398
2017-07-13,102.34009854607646
2017-07-14,102.18777985559808
2017-07-15,102.13188767087092
2017-07-16,102.16960885837737
2017-07-17,102.32616126130081
2017-07-18,102.31958623519351
2017-07-19,102.26406628252418
2017-07-20,102.45218198946824
2017-07-21,102.30738059942662
2017-07-22,102.08750000376462
