time,price,commodity
2015-03-29,273.15375975200465,rice
2015-03-30,264.6241690201078,rice
2015-03-31,275.0951748931177,rice
2015-04-01,270.95920059247493,rice
2015-04-02,279.68598689213843,rice
2015-04-03,262.9753019939634,rice
2015-04-04,266.7006925683902,rice
2015-04-05,266.0229042479301,rice
2015-04-06,255.2607085619484,rice
2015-04-07,272.7941478583542,rice
2015-04-08,272.3658182768338,rice
2015-04-09,269.71397702979533,rice
2015-04-10,267.2098318659213,rice
2015-04-11,255.2801720911129,rice
2015-04-12,265.09095427053796,rice
2015-04-13,265.7191824337314,rice
2015-04-14,260.95791189005837,rice
2015-04-15,267.1876704149583,rice
2015-04-16,272.6464183995985,rice
2015-04-17,287.2587481633085,rice
2015-04-18,269.9193055565258,rice
2015-04-19,270.51139475659244,rice
2015-04-20,266.93959067386066,rice
2015-04-21,248.2303668476182,rice
2015-04-22,266.8729184150289,rice
2015-04-23,267.44636941418185,rice
2015-04-24,291.1686176767518,rice
2015-04-25,264.2909264618434,rice
2015-04-26,268.8946547263058,rice
2015-04-27,265.18311380765834,rice
2015-04-28,253.48100974003893,rice
2015-04-29,276.2201926818957,rice
2015-04-30,271.9221964583424,rice
2015-05-01,271.91092966910725,rice
2015-05-02,254.4914413875187,rice
2015-05-03,277.18504951185656,rice
2015-05-04,248.69759785956853,rice
2015-05-05,268.13102380565584,rice
2015-05-06,283.7008302290316,rice
2015-05-07,251.41234668488858,rice
2015-05-08,255.1639252762681,rice
2015-05-09,261.3205109669236,rice
2015-05-10,254.7743866479688,rice
2015-05-11,243.77585844327442,rice
2015-05-12,259.4298318164123,rice
2015-05-13,247.5713935022661,rice
2015-05-14,262.36926568295223,rice
2015-05-15,247.86685820009177,rice
2015-05-16,271.9772217544998,rice
2015-05-17,248.0513127604357,rice
2015-05-18,252.05856534330215,rice
2015-05-19,262.7992335180456,rice
2015-05-20,241.73002730951126,rice
2015-05-21,255.67779255671798,rice
2015-05-22,265.82924540327855,rice
2015-05-23,236.0279033162159,rice
2015-05-24,253.28447931511477,rice
2015-05-25,253.3630579406506,rice
2015-05-26,257.89943187901923,rice
2015-05-27,237.01975550584282,rice
2015-05-28,235.4840472643735,rice
2015-05-29,253.19887877667782,rice
2015-05-30,250.2318686593644,rice
2015-05-31,249.04143091155544,rice
2015-06-01,249.2676016457624,rice
2015-06-02,238.26184345650387,rice
2015-06-03,246.63617232704456,rice
2015-06-04,246.48870011668,rice
2015-06-05,235.65182049515926,rice
2015-06-06,260.68368432897233,rice
2015-06-07,245.98834620759558,rice
2015-06-08,228.55476296875457,rice
2015-06-09,246.24504991916163,rice
2015-06-10,229.13858155792505,rice
2015-06-11,245.95653257391288,rice
2015-06-12,248.86657142361074,rice
2015-06-13,228.2636009277094,rice
2015-06-14,245.28911333923455,rice
2015-06-15,238.9634502330395,rice
2015-06-16,242.2321353599057,rice
2015-06-17,252.1512044629398,rice
2015-06-18,229.89722786401805,rice
2015-06-19,223.97792186795573,rice
2015-06-20,221.78090147573457,rice
2015-06-21,221.67554164002445,rice
2015-06-22,228.2173121921371,rice
2015-06-23,231.5518703950923,rice
2015-06-24,230.05686783929394,rice
2015-06-25,234.7092413629893,rice
2015-06-26,225.7129692748638,rice
2015-06-27,239.26217826243314,rice
2015-06-28,221.2227556292936,rice
2015-06-29,250.21235553418583,rice
2015-06-30,228.4077851278766,rice
2015-07-01,212.71934644719383,rice
2015-07-02,209.7214248638233,rice
2015-07-03,224.39437430799745,rice
2015-07-04,216.47445013538487,rice
2015-07-05,224.98889329069442,rice
2015-07-06,221.7217123774458,rice
2015-07-07,215.4023869117581,rice
2015-07-08,206.80522532845598,rice
2015-07-09,199.26857739705662,rice
2015-07-10,209.09744160670076,rice
2015-07-11,221.274028097241,rice
2015-07-12,214.00058679437623,rice
2015-07-13,198.554282926602,rice
2015-07-14,211.898164768833,rice
2015-07-15,213.17712802529857,rice
2015-07-16,199.64614212645807,rice
2015-07-17,209.18614203540852,rice
2015-07-18,207.39881254805962,rice
2015-07-19,194.55876326173296,rice
2015-07-20,208.74223263980832,rice
2015-07-21,209.952493216891,rice
2015-07-22,214.36008832052624,rice
2015-07-23,213.25740488681237,rice
2015-07-24,188.13761978394072,rice
2015-07-25,191.73635134065054,rice
2015-07-26,205.47083883926328,rice
2015-07-27,204.67006156834103,rice
2015-07-28,203.90045986458279,rice
2015-07-29,236.50137568902247,rice
2015-07-30,202.9135704315087,rice
2015-07-31,207.7976810181128,rice
2015-08-01,205.2263822794975,rice
2015-08-02,201.4518218407692,rice
2015-08-03,191.0441880028039,rice
2015-08-04,201.05318979683602,rice
2015-08-05,185.00972592759175,rice
2015-08-06,189.65235081209107,rice
2015-08-07,186.45775112649275,rice
2015-08-08,191.42947877923956,rice
2015-08-09,213.06538250548897,rice
2015-08-10,170.56311807591612,rice
2015-08-11,195.42446117395343,rice
2015-08-12,171.7701056262753,rice
2015-08-13,182.5228634816514,rice
2015-08-14,197.486312758997,rice
2015-08-15,186.60412971710383,rice
2015-08-16,174.5584908763581,rice
2015-08-17,177.56778240204144,rice
2015-08-18,190.91213180554868,rice
2015-08-19,176.21845597850424,rice
2015-08-20,185.10348535338997,rice
2015-08-21,182.82237702243773,rice
2015-08-22,175.2895658844147,rice
2015-08-23,202.69523882490122,rice
2015-08-24,187.0566974692444,rice
2015-08-25,159.93943094429318,rice
2015-08-26,181.54054583164702,rice
2015-08-27,172.55523278002033,rice
2015-08-28,187.20662341176677,rice
2015-08-29,170.27851864474118,rice
2015-08-30,176.59018271767783,rice
2015-08-31,182.33376430231323,rice
2015-09-01,185.50044553920566,rice
2015-09-02,164.41171999397613,rice
2015-09-03,172.65437744291373,rice
2015-09-04,170.8476807569158,rice
2015-09-05,168.67474313751745,rice
2015-09-06,192.48675228657675,rice
2015-09-07,178.51958560489877,rice
2015-09-08,161.51197915367987,rice
2015-09-09,182.9640833608931,rice
2015-09-10,194.68536541822738,rice
2015-09-11,183.4805852907399,rice
2015-09-12,157.66824317093884,rice
2015-09-13,167.7395802707289,rice
2015-09-14,184.98506166034397,rice
2015-09-15,164.98741449444736,rice
2015-09-16,176.26466685325485,rice
2015-09-17,179.34945138309018,rice
2015-09-18,162.1247854527661,rice
2015-09-19,170.6042189077636,rice
2015-09-20,150.0,rice
2015-09-21,160.609795987658,rice
2015-09-22,168.17691098787688,rice
2015-09-23,158.0882886687345,rice
2015-09-24,186.76840983964362,rice
2015-09-25,156.03574375702297,rice
2015-09-26,165.84428957799528,rice
2015-09-27,171.4744606851524,rice
2015-09-28,184.51687484739153,rice
2015-09-29,155.69739270895394,rice
2015-09-30,181.65432348718176,rice
2015-10-01,170.10649767745898,rice
2015-10-02,160.18537650271097,rice
2015-10-03,174.63260964363818,rice
2015-10-04,172.02809639375053,rice
2015-10-05,164.07606017063384,rice
2015-10-06,170.8317721944924,rice
2015-10-07,166.35091422402343,rice
2015-10-08,171.42427810781487,rice
2015-10-09,177.01019627431384,rice
2015-10-10,186.36354340708587,rice
2015-10-11,158.25437289203222,rice
2015-10-12,192.10664290895807,rice
2015-10-13,151.4137984911945,rice
2015-10-14,169.5897319743613,rice
2015-10-15,177.17814930622473,rice
2015-10-16,174.30672258477497,rice
2015-10-17,165.4860079190513,rice
2015-10-18,169.8622883028122,rice
2015-10-19,167.2582493238164,rice
2015-10-20,166.5535266158002,rice
2015-10-21,181.2162015988531,rice
2015-10-22,176.57735196255572,rice
2015-10-23,166.3790426062472,rice
2015-10-24,182.61891457537268,rice
2015-10-25,177.02443082293436,rice
2015-10-26,182.42222177912294,rice
2015-10-27,180.94559777910433,rice
2015-10-28,166.72850640816714,rice
2015-10-29,169.79912227505287,rice
2015-10-30,183.26956055406444,rice
2015-10-31,182.3091173971225,rice
2015-11-01,176.41816632387864,rice
2015-11-02,178.23507591929766,rice
2015-11-03,190.28579438150786,rice
2015-11-04,172.05336582991777,rice
2015-11-05,183.91244249341,rice
2015-11-06,176.90424581054035,rice
2015-11-07,177.24623501735974,rice
2015-11-08,190.91971411113806,rice
2015-11-09,188.70688065204143,rice
2015-11-10,189.12030380646758,rice
2015-11-11,194.5840467273464,rice
2015-11-12,182.29474799239946,rice
2015-11-13,189.4709253281219,rice
2015-11-14,180.12648128586616,rice
2015-11-15,187.05946161008882,rice
2015-11-16,183.1157383422344,rice
2015-11-17,185.99704329734482,rice
2015-11-18,191.59893189318575,rice
2015-11-19,178.095612226018,rice
2015-11-20,207.84214184474064,rice
2015-11-21,177.5083481332539,rice
2015-11-22,176.0864988276138,rice
2015-11-23,200.47877131295726,rice
2015-11-24,197.49278343387306,rice
2015-11-25,196.50486382248334,rice
2015-11-26,197.24344141995275,rice
2015-11-27,191.54244445697495,rice
2015-11-28,183.40569062676067,rice
2015-11-29,193.85778700502232,rice
2015-11-30,187.05760251660138,rice
2015-12-01,204.3176501415723,rice
2015-12-02,193.84064867697973,rice
2015-12-03,187.80833602628547,rice
2015-12-04,193.60862803832748,rice
2015-12-05,201.71784745573572,rice
2015-12-06,192.72397484443866,rice
2015-12-07,190.91811591371982,rice
2015-12-08,202.36247265462043,rice
2015-12-09,203.16649539890685,rice
2015-12-10,196.44434110175504,rice
2015-12-11,197.60581083499818,rice
2015-12-12,205.44435439387067,rice
2015-12-13,189.4556735004085,rice
2015-12-14,190.67930102341998,rice
2015-12-15,198.39143614344516,rice
2015-12-16,204.26762060617628,rice
2015-12-17,210.34141090017064,rice
2015-12-18,222.81992386919802,rice
2015-12-19,217.48052058181185,rice
2015-12-20,208.14538970693476,rice
2015-12-21,210.3985024288109,rice
2015-12-22,201.41004914454803,rice
2015-12-23,212.09942760686204,rice
2015-12-24,210.24947500513537,rice
2015-12-25,217.21678335841324,rice
2015-12-26,206.57260569210501,rice
2015-12-27,220.8952252055394,rice
2015-12-28,231.88726778990974,rice
2015-12-29,216.3314151542687,rice
2015-12-30,222.2960366398521,rice
2015-12-31,226.04077210931936,rice
2016-01-01,215.98779528114167,rice
2016-01-02,223.10159262589585,rice
2016-01-03,221.84700458895526,rice
2016-01-04,223.55774434665096,rice
2016-01-05,215.71002350156135,rice
2016-01-06,224.54334167946175,rice
2016-01-07,230.13506778482625,rice
2016-01-08,240.52183832291803,rice
2016-01-09,236.4566468665153,rice
2016-01-10,249.24726560832963,rice
2016-01-11,220.89118158019338,rice
2016-01-12,238.134541859369,rice
2016-01-13,232.08864505081445,rice
2016-01-14,252.99410498238498,rice
2016-01-15,223.85065544674595,rice
2016-01-16,224.37044633400157,rice
2016-01-17,227.60398142226504,rice
2016-01-18,213.18516440093236,rice
2016-01-19,229.9885110160068,rice
2016-01-20,228.4721564690812,rice
2016-01-21,238.38008284446775,rice
2016-01-22,241.10136586659016,rice
2016-01-23,257.2479355366925,rice
2016-01-24,248.78740869404083,rice
2016-01-25,234.30536290367462,rice
2016-01-26,231.87553341713226,rice
2016-01-27,246.55797134258663,rice
2016-01-28,229.2091350168141,rice
2016-01-29,261.4921012036861,rice
2016-01-30,255.73109321300225,rice
2016-01-31,239.9970209869518,rice
2016-02-01,228.30220190169646,rice
2016-02-02,259.70950410993163,rice
2016-02-03,245.7548601243888,rice
2016-02-04,259.9999287781156,rice
2016-02-05,232.3908112266122,rice
2016-02-06,243.04626344315227,rice
2016-02-07,249.78877134522003,rice
2016-02-08,250.8936494434037,rice
2016-02-09,246.60168270725094,rice
2016-02-10,258.0001143679838,rice
2016-02-11,241.75527375792313,rice
2016-02-12,251.65793606190098,rice
2016-02-13,254.92513725876623,rice
2016-02-14,259.49702670177084,rice
2016-02-15,262.08906513347125,rice
2016-02-16,244.33641019571002,rice
2016-02-17,240.84106020743937,rice
2016-02-18,269.5476193671843,rice
2016-02-19,260.6717445046237,rice
2016-02-20,250.4304250583626,rice
2016-02-21,273.9822610994221,rice
2016-02-22,260.1715388964674,rice
2016-02-23,271.34025467847715,rice
2016-02-24,260.7432392228349,rice
2016-02-25,281.18443219918794,rice
2016-02-26,278.62723608955275,rice
2016-02-27,259.06888983349967,rice
2016-02-28,271.7466297912674,rice
2016-02-29,268.9446140722279,rice
2016-03-01,276.6245134891136,rice
2016-03-02,253.72358313067878,rice
2016-03-03,270.65509985719655,rice
2016-03-04,274.78762036566405,rice
2016-03-05,247.01167245874626,rice
2016-03-06,253.1489583559544,rice
2016-03-07,244.9583688625308,rice
2016-03-08,263.0123310648211,rice
2016-03-09,273.2239869437913,rice
2016-03-10,281.4006546999201,rice
2016-03-11,267.432809245344,rice
2016-03-12,283.27895835280765,rice
2016-03-13,253.4788047892082,rice
2016-03-14,250.51900142120613,rice
2016-03-15,267.2562643406291,rice
2016-03-16,271.8971436830081,rice
2016-03-17,267.9600494018018,rice
2016-03-18,247.8287750921766,rice
2016-03-19,267.8138223634931,rice
2016-03-20,255.84772207023428,rice
2016-03-21,275.7620490018808,rice
2016-03-22,272.88967329857314,rice
2016-03-23,259.96867425642574,rice
2016-03-24,264.35795558100074,rice
2016-03-25,259.0189752520071,rice
2016-03-26,269.08410437196585,rice
2016-03-27,279.34737301237135,rice
2016-03-28,260.00898819205236,rice
2016-03-29,274.9622362129566,rice
2016-03-30,264.65992437825975,rice
2016-03-31,262.0596967763711,rice
2016-04-01,268.92923338726393,rice
2016-04-02,259.6434097085432,rice
2016-04-03,264.44082098089604,rice
2016-04-04,257.9652068533632,rice
2016-04-05,289.5431093724335,rice
2016-04-06,270.1855806074258,rice
2016-04-07,262.758010475109,rice
2016-04-08,271.802641570713,rice
2016-04-09,268.4324227027644,rice
2016-04-10,267.22418351628477,rice
2016-04-11,275.4390744986258,rice
2016-04-12,276.72140469947215,rice
2016-04-13,263.67567310616926,rice
2016-04-14,263.0423451251716,rice
2016-04-15,265.8553928599366,rice
2016-04-16,245.37767750384734,rice
2016-04-17,253.0216168062219,rice
2016-04-18,281.60463352381004,rice
2016-04-19,284.1337269665351,rice
2016-04-20,264.9277186050448,rice
2016-04-21,272.9036268000787,rice
2016-04-22,269.9565688602069,rice
2016-04-23,297.32500463645135,rice
2016-04-24,277.4102852240004,rice
2016-04-25,264.60000538816206,rice
2016-04-26,255.97482709870656,rice
2016-04-27,249.10332691365846,rice
2016-04-28,266.8266008954177,rice
2016-04-29,256.8393586786316,rice
2016-04-30,249.77807310270003,rice
2016-05-01,257.1195870930408,rice
2016-05-02,252.34162636635162,rice
2016-05-03,279.587524838217,rice
2016-05-04,271.07885043714765,rice
2016-05-05,261.7165475577657,rice
2016-05-06,276.11715132509573,rice
2016-05-07,261.600585648772,rice
2016-05-08,251.71115530276458,rice
2016-05-09,275.0403839618274,rice
2016-05-10,264.67159319078235,rice
2016-05-11,248.37174052508752,rice
2016-05-12,256.29104385869107,rice
2016-05-13,248.87715884275283,rice
2016-05-14,243.23310323278645,rice
2016-05-15,265.73965317964087,rice
2016-05-16,274.97801208849944,rice
2016-05-17,241.29350476716743,rice
2016-05-18,260.29375371125457,rice
2016-05-19,247.53224478263255,rice
2016-05-20,248.53193937302973,rice
2016-05-21,246.83387861806554,rice
2016-05-22,243.46282796503002,rice
2016-05-23,251.92335700924002,rice
2016-05-24,242.45472883405606,rice
2016-05-25,252.78577141904452,rice
2016-05-26,248.8868815201323,rice
2016-05-27,246.29913292655218,rice
2016-05-28,238.90382650009283,rice
2016-05-29,241.49430862134923,rice
2016-05-30,254.09041466635423,rice
2016-05-31,250.8122914270365,rice
2016-06-01,235.28653822430326,rice
2016-06-02,245.3069584097268,rice
2016-06-03,251.07184661741104,rice
2016-06-04,226.1012818642093,rice
2016-06-05,247.4595411413241,rice
2016-06-06,234.62377940901928,rice
2016-06-07,246.17378462671266,rice
2016-06-08,232.04692226739817,rice
2016-06-09,220.8365772535531,rice
2016-06-10,221.81026215765675,rice
2016-06-11,237.76146510015047,rice
2016-06-12,239.06764912844133,rice
2016-06-13,226.6121857957473,rice
2016-06-14,241.22156555144824,rice
2016-06-15,217.39633313727123,rice
2016-06-16,232.52247664992723,rice
2016-06-17,220.24094702642228,rice
2016-06-18,224.996922433509,rice
2016-06-19,231.1500324851539,rice
2016-06-20,221.22951083683935,rice
2016-06-21,225.14277384397985,rice
2016-06-22,238.20327873907027,rice
2016-06-23,221.52104115076222,rice
2016-06-24,234.79432999328043,rice
2016-06-25,214.28588180950857,rice
2016-06-26,230.02487927001286,rice
2016-06-27,238.28501016825214,rice
2016-06-28,198.29421886701678,rice
2016-06-29,214.1821590955218,rice
2016-06-30,227.06164328316203,rice
2016-07-01,218.3998959840045,rice
2016-07-02,223.28110888927873,rice
2016-07-03,212.6692261214852,rice
2016-07-04,218.71478622450246,rice
2016-07-05,215.43256377778957,rice
2016-07-06,227.80849665492497,rice
2016-07-07,217.81737094215225,rice
2016-07-08,217.7930762646673,rice
2016-07-09,209.44382146614626,rice
2016-07-10,207.8339779132813,rice
2016-07-11,207.53406747487796,rice
2016-07-12,214.95619213750487,rice
2016-07-13,205.95651070211852,rice
2016-07-14,212.2217027969743,rice
2016-07-15,229.2387244749238,rice
2016-07-16,216.3601380102702,rice
2016-07-17,203.55649004192122,rice
2016-07-18,218.00060546167865,rice
2016-07-19,201.08360530611,rice
2016-07-20,183.96340260143012,rice
2016-07-21,193.44871277959948,rice
2016-07-22,184.01146515620482,rice
2016-07-23,198.3991786230986,rice
2016-07-24,201.29878553169726,rice
2016-07-25,217.0848592899295,rice
2016-07-26,202.80147579686053,rice
2016-07-27,196.55897771343373,rice
2016-07-28,206.26811659431016,rice
2016-07-29,175.09331223449823,rice
2016-07-30,198.79817019739244,rice
2016-07-31,203.3950165834352,rice
2016-08-01,180.15204686991285,rice
2016-08-02,205.63442088127664,rice
2016-08-03,196.8484616668475,rice
2016-08-04,188.58509893395947,rice
2016-08-05,198.34835554055405,rice
2016-08-06,214.01831518282773,rice
2016-08-07,192.4293999359613,rice
2016-08-08,192.40100270175728,rice
2016-08-09,184.64216100643125,rice
2016-08-10,180.06341557556038,rice
2016-08-11,196.20062250361426,rice
2016-08-12,178.6813438804571,rice
2016-08-13,187.31246916151724,rice
2016-08-14,181.18475505849804,rice
2016-08-15,190.12573691311502,rice
2016-08-16,188.05744054751057,rice
2016-08-17,194.4915537587809,rice
2016-08-18,178.4219583071282,rice
2016-08-19,180.2401501046365,rice
2016-08-20,172.57902146557652,rice
2016-08-21,177.3626367597118,rice
2016-08-22,185.02880286209648,rice
2016-08-23,188.28739341251782,rice
2016-08-24,170.96920356909297,rice
2016-08-25,188.3720618850094,rice
2016-08-26,192.7294760157537,rice
2016-08-27,182.81663909604154,rice
2016-08-28,196.97168415464884,rice
2016-08-29,169.99965514131117,rice
2016-08-30,164.8373444793945,rice
2016-08-31,159.05569110846167,rice
2016-09-01,191.37512717942573,rice
2016-09-02,182.54304636486378,rice
2016-09-03,175.04128715942082,rice
2016-09-04,178.00772172645273,rice
2016-09-05,163.57731941078202,rice
2016-09-06,198.92728829145747,rice
2016-09-07,175.4130305167826,rice
2016-09-08,174.87941183639427,rice
2016-09-09,180.72146968708796,rice
2016-09-10,177.96602500259556,rice
2016-09-11,175.1007830732703,rice
2016-09-12,164.6771764449383,rice
2016-09-13,177.0306337398377,rice
2016-09-14,190.88435411538555,rice
2016-09-15,185.28067303334234,rice
2016-09-16,187.53497711519077,rice
2016-09-17,166.28193340423508,rice
2016-09-18,161.3034242657958,rice
2016-09-19,169.761446216729,rice
2016-09-20,171.41092152388785,rice
2016-09-21,181.64450768651795,rice
2016-09-22,153.64147419123478,rice
2016-09-23,185.7397999949334,rice
2016-09-24,168.7570785508394,rice
2016-09-25,165.97592374549095,rice
2016-09-26,160.0460111596898,rice
2016-09-27,153.5555752380727,rice
2016-09-28,178.28772006036746,rice
2016-09-29,170.7558656375162,rice
2016-09-30,157.10455806985254,rice
2016-10-01,157.04967529255433,rice
2016-10-02,166.6537279081042,rice
2016-10-03,186.72771469090975,rice
2016-10-04,167.48231542858574,rice
2016-10-05,155.10232181341115,rice
2016-10-06,167.74661955178158,rice
2016-10-07,167.5618689578257,rice
2016-10-08,150.0,rice
2016-10-09,169.96042658045423,rice
2016-10-10,168.3231825782139,rice
2016-10-11,177.73837281052957,rice
2016-10-12,189.42423743587298,rice
2016-10-13,182.37323322019472,rice
2016-10-14,168.60609033583063,rice
2016-10-15,160.43154482000793,rice
2016-10-16,197.44660114975585,rice
2016-10-17,172.53569514652983,rice
2016-10-18,172.32755158953418,rice
2016-10-19,172.2059233141423,rice
2016-10-20,174.7010282363214,rice
2016-10-21,171.56359298366576,rice
2016-10-22,167.57151849005135,rice
2016-10-23,168.15432640863625,rice
2016-10-24,173.62390291200828,rice
2016-10-25,168.8593528793956,rice
2016-10-26,167.5208515330966,rice
2016-10-27,176.0827587943068,rice
2016-10-28,172.85116050281403,rice
2016-10-29,190.83655438865867,rice
2016-10-30,150.0,rice
2016-10-31,187.54225078274476,rice
2016-11-01,189.52265401118612,rice
2016-11-02,156.77524309954208,rice
2016-11-03,174.54220377747262,rice
2016-11-04,174.72706002175167,rice
2016-11-05,164.85105538770105,rice
2016-11-06,171.6448801737232,rice
2016-11-07,168.8261871366079,rice
2016-11-08,197.97542159639735,rice
2016-11-09,190.3419913779358,rice
2016-11-10,194.2448096057447,rice
2016-11-11,189.30143021650423,rice
2016-11-12,171.3608779029999,rice
2016-11-13,177.98394618900295,rice
2016-11-14,188.71154369748356,rice
2016-11-15,172.19589079699176,rice
2016-11-16,192.1570679491415,rice
2016-11-17,183.2441076572353,rice
2016-11-18,182.52961098285672,rice
2016-11-19,194.02786876992096,rice
2016-11-20,192.01115506311126,rice
2016-11-21,184.61872329730033,rice
2016-11-22,200.49096061159906,rice
2016-11-23,178.76552321824465,rice
2016-11-24,196.42302172140438,rice
2016-11-25,196.8909989069938,rice
2016-11-26,188.56944779230417,rice
2016-11-27,195.6395645640401,rice
2016-11-28,180.58860565923206,rice
2016-11-29,203.0694898237915,rice
2016-11-30,192.71743144296482,rice
2016-12-01,190.08399228681066,rice
2016-12-02,206.5534002525795,rice
2016-12-03,189.77904954942989,rice
2016-12-04,183.50391994934384,rice
2016-12-05,182.79492863723928,rice
2016-12-06,205.20041938284058,rice
2016-12-07,187.12130701473853,rice
2016-12-08,218.26477150766328,rice
2016-12-09,180.69447877662913,rice
2016-12-10,219.2807575740818,rice
2016-12-11,205.2340296923205,rice
2016-12-12,202.9693857966778,rice
2016-12-13,199.30474789909607,rice
2016-12-14,209.56723949949026,rice
2016-12-15,206.02574509904622,rice
2016-12-16,218.26535406435588,rice
2016-12-17,209.2086381863229,rice
2016-12-18,210.40694196441046,rice
2016-12-19,206.10865288443043,rice
2016-12-20,210.0192082706271,rice
2016-12-21,214.51336047984668,rice
2016-12-22,195.1828750402196,rice
2016-12-23,199.65420717327956,rice
2016-12-24,221.4222386952595,rice
2016-12-25,216.55356950890763,rice
2016-12-26,213.86192669960082,rice
2016-12-27,216.74421799053792,rice
2016-12-28,220.894833692454,rice
2016-12-29,212.88132261576902,rice
2016-12-30,211.35628493818504,rice
2016-12-31,221.95845255097686,rice
2017-01-01,211.07694003164136,rice
2017-01-02,225.80360813828193,rice
2017-01-03,205.55514731878418,rice
2017-01-04,233.73167771337248,rice
2017-01-05,229.02421476100275,rice
2017-01-06,227.7153822155104,rice
2017-01-07,235.83731208442282,rice
2017-01-08,243.51868305028904,rice
2017-01-09,237.85914168339536,rice
2017-01-10,210.1559148957574,rice
2017-01-11,216.61556582480523,rice
2017-01-12,224.0070392164742,rice
2017-01-13,231.3569861523166,rice
2017-01-14,237.1102285049887,rice
2017-01-15,225.5102266242747,rice
2017-01-16,235.46557552147607,rice
2017-01-17,226.87029232049719,rice
2017-01-18,229.13088320289498,rice
2017-01-19,221.996872116136,rice
2017-01-20,227.64381251859658,rice
2017-01-21,224.1669600526552,rice
2017-01-22,228.72749461476033,rice
2017-01-23,249.81958827825875,rice
2017-01-24,230.5804105719792,rice
2017-01-25,267.1835007789897,rice
2017-01-26,246.57195863633046,rice
2017-01-27,244.25982832396923,rice
2017-01-28,234.59393574333035,rice
2017-01-29,250.93979079987932,rice
2017-01-30,238.9323992456211,rice
2017-01-31,246.65364533905878,rice
2017-02-01,271.77162575096537,rice
2017-02-02,245.93965957966844,rice
2017-02-03,259.1144989212377,rice
2017-02-04,241.30332356329697,rice
2017-02-05,248.69012876772032,rice
2017-02-06,267.4443407043933,rice
2017-02-07,244.1541729278786,rice
2017-02-08,269.22682300201257,rice
2017-02-09,258.84913439906364,rice
2017-02-10,246.8068102928064,rice
2017-02-11,259.40580830266913,rice
2017-02-12,263.44772543791447,rice
2017-02-13,260.57073798335534,rice
2017-02-14,239.2706691536778,rice
2017-02-15,248.31145935584004,rice
2017-02-16,253.70701555928056,rice
